,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy
43621,0,0.7019629029999999,44,0,0.221992416,2900.0,7,0,0,0,0.0,1
120740,0,0.53778449,48,0,0.174671633,5100.0,6,0,0,0,1.0,1
125474,0,0.246318843,56,0,0.2125262179999999,20500.0,6,0,1,0,1.0,1
76181,0,0.9999999,36,0,0.03019024,4835.0,0,1,0,0,3.0,1
123608,0,0.0037222589999999,38,0,0.347958215,5264.0,12,0,1,0,0.0,1
123696,0,0.398440104,44,0,0.304012971,7400.0,6,0,1,0,3.0,1
59365,0,0.008313623,46,0,0.3054532489999999,8416.0,7,0,1,0,1.0,1
46554,0,0.162552371,56,0,0.2926341519999999,9000.0,9,0,1,0,0.0,1
44118,0,0.0223922499999999,63,0,0.196015936,3764.0,9,0,1,0,1.0,1
126797,1,0.9999999,35,0,0.042898792,2400.0,1,2,0,0,0.0,1
61781,0,0.01519848,35,0,0.282429393,4000.0,6,0,2,0,2.0,1
70906,0,0.0619811779999999,50,0,2625.0,,16,0,1,1,0.0,0
141888,1,0.9999999,40,98,0.0109389239999999,3290.0,0,98,0,98,3.0,1
37454,0,0.352801894,22,0,0.2063968019999999,2000.0,4,0,0,0,0.0,1
134989,0,0.410622884,48,0,1105.0,,5,0,1,0,0.0,0
143593,0,0.3827553289999999,67,0,0.568300984,10870.0,10,0,2,0,0.0,1
58543,0,0.01569177,63,0,0.5073235689999999,750.0,6,0,0,0,0.0,1
84843,0,0.172110385,52,0,0.3732271229999999,5146.0,10,0,2,0,1.0,1
38181,0,0.0468927239999999,36,0,0.223856502,5574.0,12,0,0,0,1.0,1
145662,0,0.583841616,47,0,0.405999259,8100.0,7,0,3,0,0.0,1
88003,0,0.001260842,58,0,0.1054824199999999,6000.0,6,0,1,0,0.0,1
18613,0,0.077326324,45,1,0.5427165829999999,8333.0,10,0,2,0,5.0,1
72141,0,0.0,44,0,0.809238152,3333.0,6,0,1,0,3.0,1
19052,0,0.7920138659999999,34,0,0.176364727,5000.0,10,0,0,0,0.0,1
137477,0,0.062215639,70,0,0.01586369,1701.0,4,0,0,0,0.0,1
65138,0,0.0,49,0,0.4090079119999999,11500.0,11,0,2,0,3.0,1
81396,0,0.119606184,42,0,2252.0,,6,0,2,0,0.0,0
115575,0,0.0160585089999999,78,0,0.099572878,7491.0,4,0,1,0,0.0,1
122200,0,0.003066872,63,0,0.2561716969999999,18916.0,13,0,2,0,0.0,1
80623,0,0.508902005,62,0,0.048485672,7362.0,5,0,0,0,1.0,1
131115,0,0.0,36,0,0.1344843249999999,2200.0,5,0,0,0,0.0,1
80500,0,0.012563962,80,0,0.434140715,4334.0,11,0,2,0,1.0,1
114271,0,0.203108483,58,0,0.7053597019999999,3488.0,4,0,1,0,0.0,1
74043,0,0.121897527,40,0,0.212309743,9000.0,16,0,2,0,0.0,1
40963,0,0.0599953849999999,62,0,0.0042584709999999,5400.0,2,0,0,0,0.0,1
103719,0,0.141916664,75,0,1009.0,0.0,11,0,1,0,0.0,1
93632,0,0.047257302,57,0,0.253921738,5800.0,8,0,2,0,0.0,1
60056,0,0.021344623,51,0,0.353704986,5775.0,6,0,1,0,0.0,1
95790,0,0.4696170419999999,59,2,0.8261129009999999,8378.0,15,0,3,0,1.0,1
142369,0,0.344258652,39,0,0.4638735570000001,3985.0,8,0,1,1,3.0,1
10754,0,0.504152377,42,0,0.559110222,4000.0,15,0,2,0,1.0,1
29893,0,0.003928149,73,0,0.000190458,10500.0,14,0,0,0,0.0,1
107156,1,0.09900003,62,0,0.0199971429999999,7000.0,11,0,0,1,0.0,1
13094,0,0.0,27,0,0.148227139,3750.0,9,0,0,0,0.0,1
64219,0,0.624852802,75,0,3356.0,,11,0,1,0,0.0,0
119839,0,0.0269463019999999,45,0,0.2156526709999999,3500.0,10,0,1,0,1.0,1
61924,0,0.0,61,0,0.0819726759999999,3000.0,6,0,0,0,0.0,1
28629,0,0.11427381,51,1,0.712973378,5333.0,18,0,2,0,0.0,1
54841,0,0.014263308,65,1,0.087489064,8000.0,16,0,1,0,0.0,1
139373,0,0.39290601,40,0,111.0,,1,0,0,0,0.0,0
119171,0,0.0735796219999999,58,0,0.2564032319999999,7300.0,17,0,2,0,0.0,1
24306,0,0.1550572959999999,63,0,0.298056731,30000.0,12,0,2,0,3.0,1
114731,0,0.9999999,25,0,0.699845679,1295.0,5,0,0,0,1.0,1
64366,0,0.4997709970000001,59,0,0.8822032359999998,5500.0,6,0,2,0,0.0,1
15785,0,0.998003992,58,0,0.021272202,4841.0,4,0,0,0,0.0,1
89462,0,0.161340811,68,0,919.0,,3,0,1,0,1.0,0
94362,0,0.4168578319999999,32,0,0.3210831719999999,6720.0,11,0,2,0,2.0,1
59722,1,1.066518847,38,1,0.510655248,5020.0,9,1,1,0,1.0,1
127168,0,0.2515857109999999,55,0,0.248852022,6750.0,9,0,1,0,1.0,1
109953,0,0.0,59,0,974.0,,4,0,1,0,0.0,0
10472,1,0.5636211389999999,68,0,0.3732607379999999,9917.0,6,0,1,0,0.0,1
142285,0,0.8928949140000001,33,1,0.6305602719999999,2944.0,6,0,1,0,2.0,1
110423,0,0.070204812,71,0,91.0,,2,0,0,0,0.0,0
109531,0,0.767420885,57,4,0.993761996,4167.0,16,0,1,1,0.0,1
140583,0,0.4574129619999999,52,0,0.2288786479999999,650.0,5,0,0,0,0.0,1
18720,0,0.1225000609999999,42,0,0.5064126049999998,2728.0,7,0,1,0,1.0,1
132771,0,0.981169805,35,0,0.335393565,5500.0,4,0,1,0,2.0,1
27665,0,0.845975829,67,0,0.8801225579999998,2610.0,7,0,3,0,0.0,1
93537,0,0.712521809,51,3,2851.0,,9,2,1,4,0.0,0
31502,0,0.161206015,69,0,1486.0,,5,0,1,0,0.0,0
31253,0,0.003136002,71,0,0.0002458809999999,12200.0,4,0,0,0,1.0,1
37198,0,0.0,65,0,0.0243902439999999,2500.0,7,0,0,0,0.0,1
116864,0,0.006007038,94,0,718.0,,11,0,1,0,0.0,0
142395,0,0.086026114,72,0,0.4292738899999999,6100.0,12,0,2,0,0.0,1
28377,0,0.7424960509999998,49,0,0.531413613,3055.0,8,0,1,0,0.0,1
96776,0,0.6601415279999999,31,0,0.358758606,9150.0,19,0,1,0,0.0,1
71698,0,0.10835758,55,0,0.6507907649999999,5500.0,12,0,2,0,0.0,1
51873,0,0.027243234,84,0,18.0,,2,0,0,0,0.0,0
26240,0,0.200599982,60,0,0.4805625789999999,12655.0,26,0,2,0,2.0,1
79498,0,0.8454363759999999,36,0,0.119133574,3600.0,3,0,0,0,0.0,1
110328,0,0.0184995379999999,58,0,0.0745614039999999,14591.0,3,0,1,0,0.0,1
30780,0,0.023599799,70,0,358.0,,7,0,0,0,0.0,0
11125,0,0.288322876,63,0,0.208742025,10500.0,17,0,1,0,0.0,1
86924,0,0.9999999,23,0,0.0,1.0,1,0,0,0,0.0,1
86561,0,0.946829617,54,2,0.3893370749999999,2850.0,16,0,0,0,1.0,1
10206,0,0.0,73,0,1161.0,0.0,11,0,1,0,0.0,1
88385,0,0.293083305,67,0,1159.0,,7,0,0,0,0.0,0
125873,0,0.969354744,40,0,1.616826322,2400.0,3,0,1,0,2.0,1
75351,0,0.6405638209999999,31,0,0.213901531,2416.0,4,0,0,0,0.0,1
35645,0,0.0435732669999999,33,0,0.0584709839999999,6840.0,14,0,0,0,0.0,1
93916,0,0.89279838,48,5,1.0247900840000002,2500.0,10,0,1,0,2.0,1
19875,0,0.0,82,0,0.0,,10,0,0,1,0.0,0
101564,0,0.199289868,52,0,0.3948838579999999,3400.0,10,0,1,0,1.0,1
131217,0,0.9999999,58,0,0.004090537,3666.0,2,0,0,0,0.0,1
89475,0,0.1158424599999999,28,0,0.0628421799999999,4200.0,6,0,0,0,3.0,1
141676,0,0.0348711989999999,36,0,0.313133402,4834.0,11,0,1,0,1.0,1
50192,0,0.00978913,89,0,0.002866356,2790.0,6,0,0,0,0.0,1
63351,0,0.363388093,58,0,0.577819678,5833.0,12,0,1,0,1.0,1
118797,0,0.11000957,78,0,0.279069767,2407.0,7,0,1,0,0.0,1
116468,0,0.0028797699999999,74,0,70.0,,8,0,0,0,0.0,0
18267,0,1.000956439,49,1,0.122823618,5283.0,5,0,1,0,1.0,1
81383,0,0.580333626,53,0,0.096993033,5453.0,3,1,0,0,4.0,1
90437,0,0.014577562,53,0,0.199893295,11245.0,11,0,1,0,1.0,1
94047,0,0.0119155189999999,59,0,0.392424875,9583.0,12,0,3,0,0.0,1
32875,0,0.2590545819999999,50,0,0.4861656469999999,10950.0,14,0,1,0,0.0,1
123921,0,0.012595209,63,0,533.0,,5,0,1,0,0.0,0
146175,0,0.9999999,68,0,1049.0,,2,0,1,0,0.0,0
60473,0,1.099267155,54,2,0.247500675,3700.0,4,0,1,0,3.0,1
130808,0,3.384341637,67,0,0.91125719,2433.0,1,3,1,0,0.0,1
791,0,0.994428754,42,0,2336.0,0.0,11,0,2,0,3.0,1
38801,0,0.01884328,71,0,0.2102322849999999,3400.0,8,0,1,0,0.0,1
1445,0,0.477140863,71,0,0.3495727249999999,11350.0,11,0,3,0,0.0,1
137848,0,0.7708196559999998,36,0,0.631287494,6500.0,10,0,1,0,3.0,1
108160,0,0.639360639,25,0,0.2288855569999999,2000.0,3,2,0,1,0.0,1
61632,0,0.003926332,51,0,0.002666222,6000.0,8,0,0,0,3.0,1
119278,0,0.3620982939999999,56,0,235.0,,2,0,0,0,3.0,0
149164,0,0.172364961,46,0,0.162713193,5100.0,11,0,1,0,2.0,1
86611,0,0.037792249,64,0,0.562687463,5000.0,6,0,2,0,0.0,1
25749,0,0.0021947109999999,70,0,1494.0,,11,0,1,0,0.0,0
88828,0,0.146119438,56,0,0.8393944989999998,5416.0,12,0,2,0,0.0,1
4226,0,0.9999999,47,0,0.133496133,7370.0,5,0,0,0,0.0,1
71864,0,0.1540527409999999,57,1,546.0,,8,0,1,0,0.0,0
99569,0,0.039377489,68,0,1837.0,,5,0,1,0,0.0,0
136892,0,0.041488692,63,0,0.0205847949999999,12824.0,8,0,1,0,0.0,1
82552,0,0.9999999,40,1,0.077490314,8000.0,8,0,0,0,2.0,1
1660,0,0.0266219889999999,62,0,0.2900836319999999,4184.0,8,0,1,0,2.0,1
98398,0,0.5997804009999999,64,0,1586.0,,5,0,1,0,0.0,0
146636,0,0.036961753,46,0,0.322783861,13333.0,7,0,1,0,0.0,1
135655,0,0.220212908,28,1,0.317569223,4080.0,22,0,0,0,0.0,1
61038,0,0.0,70,0,25.0,,2,0,0,0,0.0,0
16869,0,0.477911299,41,1,0.7851502409999997,9750.0,19,0,2,0,2.0,1
90443,0,0.173244445,40,0,0.124069207,9131.0,8,0,0,0,1.0,1
21642,0,0.0770340509999999,38,0,1710.0,,10,0,2,0,0.0,0
52620,0,0.3842941879999999,72,0,1372.0,,9,0,1,0,0.0,0
140753,0,0.856239245,66,0,1399.0,1.0,16,0,1,0,0.0,1
47333,0,0.6543616159999999,39,0,0.816082803,3767.0,12,0,1,0,1.0,1
34082,0,0.0624438729999999,52,0,0.3969787779999999,16350.0,23,0,3,0,4.0,1
122686,0,0.000437745,33,0,462.0,,11,0,0,0,1.0,0
124924,0,0.0807081219999999,73,0,0.095613048,2666.0,9,0,0,0,1.0,1
103169,0,0.024932025,41,0,0.301190476,7559.0,11,0,2,0,1.0,1
6182,0,0.0989658999999999,66,0,1.36031984,2000.0,8,0,1,0,0.0,1
28073,0,0.0402313889999999,63,0,0.0102474379999999,4000.0,8,0,0,0,0.0,1
34227,0,0.403832216,64,0,1603.0,,26,0,0,0,1.0,0
19394,0,0.01279921,42,0,0.1391972159999999,33333.0,12,0,3,0,4.0,1
25497,1,1.381546135,46,2,0.119017571,10300.0,7,1,1,0,2.0,1
143162,0,0.012600792,44,0,1.219945014,4000.0,10,0,3,0,3.0,1
6753,0,0.28879278,69,0,1310.0,,9,0,1,0,0.0,0
9826,0,0.575240261,48,0,0.367067468,5987.0,7,0,1,0,1.0,1
12451,0,0.0,50,0,0.134572403,8500.0,4,0,1,0,0.0,1
117582,0,0.117473917,68,0,0.3979826579999999,5650.0,8,0,1,0,1.0,1
93869,0,0.015160801,68,0,14.0,,7,0,0,0,0.0,0
89456,0,0.9999999,59,0,0.205173016,2860.0,1,0,0,0,0.0,1
99747,1,0.9999999,43,1,0.240474703,1600.0,3,4,0,0,0.0,1
101809,1,0.0029194949999999,42,4,0.238268695,9333.0,7,0,1,0,5.0,1
119974,1,0.7517306209999999,48,5,0.3083383319999999,1666.0,13,0,0,0,2.0,1
37646,0,0.0211753379999999,45,0,0.515562511,5750.0,10,0,1,0,1.0,1
47778,0,0.159766864,54,0,0.311735061,8333.0,7,0,1,0,0.0,1
1671,0,0.093454384,43,0,3986.0,,25,0,2,0,0.0,0
6623,0,0.1859287759999999,64,0,3259.0,,13,0,2,0,0.0,0
73983,0,0.804840529,40,0,0.2736530269999999,5400.0,4,0,0,0,2.0,1
42523,0,0.7731560979999998,43,0,0.5811357609999999,7166.0,15,0,1,0,2.0,1
88231,0,0.4052475549999999,52,0,0.377339656,4006.0,8,0,2,0,1.0,1
124906,0,1.272425249,36,0,0.0036654449999999,3000.0,1,1,0,0,0.0,1
92139,0,0.9999999,44,0,474.0,,1,1,0,0,0.0,0
73385,0,0.0769038469999999,55,0,0.32795315,7000.0,7,0,2,0,3.0,1
86595,0,0.0036336559999999,42,0,0.000580159,5170.0,10,0,0,0,0.0,1
81296,0,0.135757285,64,0,0.091323334,15800.0,8,0,1,0,0.0,1
24950,0,0.6238250779999999,53,0,0.391617341,6250.0,6,0,2,0,2.0,1
117441,0,0.277621339,59,0,0.468179196,5200.0,11,0,2,0,0.0,1
133662,0,0.0,49,0,5949.0,,12,0,3,0,1.0,0
16784,0,0.0,39,0,0.039876697,15246.0,5,0,1,0,0.0,1
20708,0,0.944256968,46,0,0.319983399,4818.0,7,0,1,0,2.0,1
114013,0,0.0791500339999999,51,0,1862.0,,7,0,1,0,0.0,0
93381,0,0.670886076,35,0,0.5211371609999998,5416.0,5,0,2,0,1.0,1
75381,0,0.181456886,63,0,1234.0,,6,0,1,0,0.0,0
13199,0,0.070241275,33,0,0.54195062,8950.0,13,0,2,0,1.0,1
27764,0,0.9999999,24,0,0.0,,0,0,0,0,0.0,0
65771,0,0.122175565,33,0,0.0624612199999999,4834.0,3,0,0,0,1.0,1
112228,0,0.9999999,50,0,0.0164632969999999,5162.0,1,0,0,0,2.0,1
31970,1,1.025906147,72,0,3948.0,,8,2,3,1,0.0,0
118156,0,0.095768538,45,0,0.012831195,6000.0,2,0,0,0,2.0,1
104740,0,0.0394990129999999,52,0,0.6426869939999998,2098.0,7,0,1,0,0.0,1
103964,0,0.653346653,65,1,19.0,0.0,1,0,0,0,0.0,1
30536,0,0.535282157,46,0,0.386894301,7965.0,6,0,2,0,2.0,1
42073,0,0.9999999,31,0,0.463768116,2000.0,5,0,0,0,1.0,1
72313,0,0.179740974,62,0,0.405915845,7200.0,6,0,2,0,0.0,1
87231,0,0.935689336,62,0,0.3504180299999999,2750.0,5,0,0,0,2.0,1
46568,0,0.0660590809999999,29,0,0.289827255,2083.0,8,0,0,0,0.0,1
83614,0,0.034847384,54,0,0.2064201539999999,7382.0,6,0,1,0,0.0,1
120900,0,0.208010268,60,0,1666.0,,8,0,2,0,0.0,0
12743,0,0.816519733,33,0,0.342128882,5570.0,7,0,0,0,1.0,1
4387,0,0.1153488669999999,49,0,0.4049017620000001,4936.0,12,0,3,0,0.0,1
116078,0,946.0,41,0,0.3986916549999999,5655.0,3,0,2,0,2.0,1
49294,0,0.1442692449999999,50,0,0.576113037,3750.0,13,0,1,0,1.0,1
46694,0,616.0,48,0,0.2395045389999999,10575.0,6,0,2,0,1.0,1
81432,0,0.035284421,75,0,0.123554632,7696.0,14,0,1,0,0.0,1
64718,0,0.7804146389999999,46,0,0.672806592,4125.0,7,0,1,0,0.0,1
144478,1,1.066611157,35,1,0.109618988,3201.0,3,1,0,0,1.0,1
99172,0,0.109527945,47,0,4670.0,,5,0,1,0,0.0,0
79751,0,0.003915545,38,1,0.0014992499999999,2000.0,3,0,0,0,0.0,1
128760,0,0.3556443559999999,26,0,10.0,0.0,2,0,0,0,0.0,1
39600,0,0.95220478,28,0,0.0758779799999999,3900.0,3,0,0,0,0.0,1
53186,0,0.8738708709999998,78,1,0.1964508869999999,4000.0,2,0,0,0,0.0,1
38405,0,0.1696606789999999,43,1,0.270665953,5600.0,3,1,2,3,0.0,1
135128,0,0.068049255,56,0,0.258411661,7340.0,11,0,2,0,2.0,1
143456,0,0.092494622,65,0,0.133014562,4600.0,5,0,1,0,0.0,1
79475,0,1.51930759,23,0,0.0559254329999999,750.0,2,2,0,0,0.0,1
88919,0,0.7230938059999998,49,0,0.6127306009999999,7100.0,12,0,1,0,1.0,1
136844,1,0.755376182,60,0,0.2424855489999999,3459.0,6,1,0,1,0.0,1
14897,0,0.082211433,60,0,718.0,,11,0,0,0,0.0,0
8531,1,0.9999999,67,1,0.936933136,4740.0,3,1,0,0,1.0,1
134108,0,0.1895206989999999,43,0,0.125742884,3196.0,2,0,0,0,2.0,1
103409,0,0.362358131,64,0,3112.0,,24,0,1,0,0.0,0
28585,0,0.4318718919999999,56,0,0.435534264,4800.0,12,0,2,0,1.0,1
13952,0,0.491111095,55,1,4864.0,,22,0,1,0,0.0,0
28815,0,0.0740122039999999,57,0,1786.0,,5,0,1,0,0.0,0
57442,0,0.010663084,74,0,1989.0,,12,0,2,0,0.0,0
108829,0,0.0,77,0,55.0,,5,0,0,0,0.0,0
17420,0,0.9999999,34,0,0.122941617,5343.0,1,0,1,1,3.0,1
106132,0,0.580427447,47,0,0.3981762919999999,9540.0,6,0,1,0,3.0,1
43855,0,0.057700398,39,0,0.05482805,8170.0,6,0,0,0,1.0,1
24741,0,0.828540987,46,0,0.520394737,7599.0,7,0,1,0,1.0,1
48281,0,0.8686447109999998,56,3,0.4477611939999999,6900.0,10,0,0,0,3.0,1
142234,0,0.8666088929999999,59,1,0.5473289599999999,3200.0,5,0,0,0,1.0,1
119451,1,0.0,24,1,0.68221942,792.0,4,1,0,0,0.0,1
39675,0,0.181070651,61,0,1.528835063,1733.0,12,0,1,0,0.0,1
89539,0,0.6424107759999999,60,2,0.381596001,5400.0,9,0,1,2,0.0,1
100978,0,0.006056167,83,0,0.001333037,4500.0,2,0,0,0,0.0,1
122683,0,1.035329969,45,0,0.368877041,3000.0,3,0,1,0,1.0,1
84355,0,0.921748352,54,0,0.5814376709999999,5494.0,12,0,1,0,0.0,1
131179,0,0.4198646609999999,61,1,0.4527624659999999,7800.0,12,0,2,0,1.0,1
111629,0,0.136978029,53,0,1.89981895,1656.0,14,0,2,0,2.0,1
21622,0,0.011559209,51,0,0.001606856,5600.0,5,0,0,0,1.0,1
57459,0,0.7943336829999998,38,1,0.065856996,5845.0,5,0,0,0,0.0,1
86286,0,0.0,69,0,0.3223432139999999,9917.0,5,0,2,0,1.0,1
45089,0,0.005439179,41,1,0.491241668,6450.0,11,0,1,0,0.0,1
67682,0,0.0,36,0,0.673539519,3200.0,4,0,1,0,2.0,1
15156,0,0.0,68,0,1676.0,,7,0,2,0,0.0,0
6911,0,0.509414647,45,0,1.267622063,6000.0,11,0,4,0,2.0,1
99337,0,0.113833527,54,0,0.2904249449999999,7247.0,11,0,1,0,1.0,1
60166,0,0.8273009309999998,37,0,0.109156337,2500.0,2,0,0,0,4.0,1
65263,0,0.266210483,45,0,0.225787196,6700.0,9,0,1,0,1.0,1
49715,1,0.0,37,1,0.2099276109999999,2900.0,8,1,0,0,0.0,1
20432,0,0.011882073,46,0,0.8658693419999999,7775.0,8,0,1,0,0.0,1
10961,0,0.1922986429999999,81,0,0.4438891409999999,2200.0,7,0,1,0,0.0,1
40771,0,0.487809156,34,0,0.1768197439999999,3200.0,3,0,0,0,4.0,1
24035,0,0.11845251,63,0,0.3143135819999999,4100.0,4,0,1,0,1.0,1
81836,0,0.680257749,29,0,0.23938031,2000.0,9,1,0,0,0.0,1
146215,1,0.9999999,34,1,1330.0,,2,3,0,1,0.0,0
104444,0,0.003569575,88,0,692.0,,13,0,1,0,0.0,0
18931,0,0.3456658929999999,40,0,0.3007699229999999,10000.0,5,0,1,0,2.0,1
37067,0,0.3973150529999999,30,0,0.106353417,7916.0,9,0,0,0,0.0,1
11702,0,0.0,50,0,3300.0,,7,0,1,0,3.0,0
67146,0,0.095090491,75,0,0.0054179569999999,5167.0,5,0,0,0,0.0,1
42974,0,0.0564594669999999,47,1,0.331195697,4833.0,10,0,1,0,2.0,1
41004,0,0.0415467299999999,39,0,0.544229515,4600.0,10,0,1,0,2.0,1
146718,0,0.007269033,49,0,0.264047317,7100.0,17,0,2,0,0.0,1
130993,0,0.2358211339999999,61,0,88.0,,2,0,0,0,0.0,0
10408,0,0.013364531,68,0,0.397808219,3649.0,18,0,1,0,0.0,1
57148,0,0.107034171,32,0,0.487512488,1000.0,3,0,0,0,0.0,1
77622,0,0.0970046719999999,29,0,0.021956479,5100.0,5,0,0,0,0.0,1
143958,0,0.0,71,0,0.0,,2,0,0,0,0.0,0
14229,0,0.0039284309999999,34,0,3.0,,4,0,0,0,3.0,0
80964,0,0.9999999,95,0,460.0,,1,0,0,0,0.0,0
76502,0,0.181403261,35,0,0.13520455,5450.0,9,0,0,0,3.0,1
61777,0,0.0,41,0,0.144525547,3424.0,4,0,0,0,1.0,1
84915,0,0.0396211789999999,89,0,0.021149779,5200.0,8,0,0,0,0.0,1
91893,0,0.0824972499999999,45,0,0.3669805119999999,4566.0,4,0,1,0,2.0,1
18069,0,0.0041947479999999,56,0,0.0028228649999999,4250.0,10,0,0,0,1.0,1
57774,0,0.0481597969999999,29,0,0.369156368,1860.0,8,0,0,0,2.0,1
95625,0,0.087436892,82,0,0.01371619,7800.0,2,0,0,0,0.0,1
138874,0,0.0404115379999999,67,0,0.498289924,3800.0,9,0,2,0,0.0,1
91461,0,0.0009599619999999,76,0,1947.0,,5,0,2,0,0.0,0
133590,0,0.0,87,0,864.0,,3,0,1,0,0.0,0
67038,0,1.083944037,25,1,0.3819541839999999,6416.0,4,2,0,0,0.0,1
41361,1,0.4266355849999999,72,0,0.8676877259999999,4700.0,14,0,2,1,0.0,1
115408,0,0.046588257,43,0,0.0826446279999999,3750.0,4,0,0,0,4.0,1
107404,0,0.1634904519999999,64,0,0.638951877,3968.0,11,0,2,0,0.0,1
96126,0,0.096695343,53,0,0.280277327,6778.0,5,0,1,0,2.0,1
28653,0,0.1470094959999999,60,1,0.2071723769999999,7500.0,11,0,1,0,1.0,1
56803,0,0.3975786399999999,36,0,0.01743721,6250.0,4,0,0,0,1.0,1
108857,0,0.954018393,31,2,0.5326882849999999,3823.0,5,0,1,2,3.0,1
74803,0,0.552413771,43,1,0.433543791,6176.0,12,0,1,0,1.0,1
32911,0,0.012660166,43,1,0.216267655,9982.0,19,0,1,0,2.0,1
137564,0,0.7908610090000002,41,0,0.8327576799999998,5500.0,12,0,1,0,2.0,1
149126,1,0.660820641,47,2,0.3612931899999999,9000.0,9,0,2,0,1.0,1
48425,0,0.006481033,68,0,0.313308485,9121.0,10,0,3,0,2.0,1
46141,0,0.020715323,69,0,0.260934766,4000.0,8,0,1,0,0.0,1
113975,0,0.039719505,70,0,0.213683759,7000.0,10,0,1,0,1.0,1
50204,0,0.0079092429999999,41,0,0.521778917,5463.0,6,0,2,0,0.0,1
141436,0,0.0066664649999999,51,0,0.1838484099999999,4432.0,3,0,1,0,1.0,1
21942,0,0.098212532,60,0,0.484165067,2083.0,10,0,1,0,1.0,1
105605,0,0.000434769,77,0,0.0,,4,0,0,0,0.0,0
45833,0,0.9999999,39,0,0.0911817639999999,5000.0,1,0,0,0,4.0,1
24062,0,0.0359185079999999,44,0,0.5196417349999999,6363.0,5,0,1,0,0.0,1
134501,1,0.8287658359999999,57,0,0.3903281519999999,2315.0,3,0,0,0,0.0,1
54429,0,0.003873998,53,0,0.132448238,6326.0,9,0,1,0,2.0,1
11990,0,0.0,70,0,3831.0,,6,0,1,0,0.0,0
4306,0,0.0,53,0,0.323081702,9656.0,8,0,2,0,1.0,1
145357,0,0.042483153,30,0,0.0166996539999999,8083.0,3,0,0,0,0.0,1
80739,0,0.0071508919999999,40,0,0.2115014779999999,21318.0,4,0,2,0,2.0,1
21587,0,0.036515814,86,0,14.0,,5,0,0,0,0.0,0
51949,0,0.0217106289999999,44,0,0.212718546,5833.0,8,0,1,0,1.0,1
91564,0,0.018665016,43,0,0.73157092,5900.0,9,0,1,0,7.0,1
5703,0,0.413663015,54,1,0.923819373,2900.0,5,0,1,0,0.0,1
94239,0,0.9999999,21,0,0.0,929.0,1,0,0,0,0.0,1
110175,0,0.013179767,40,0,0.717396134,4500.0,32,0,2,0,2.0,1
54257,0,0.0365005129999999,63,0,1131.0,,5,0,1,0,0.0,0
130973,0,0.679862383,65,2,0.333903865,7010.0,13,0,1,0,1.0,1
37279,0,0.1337189749999999,47,0,0.1253593299999999,8000.0,8,0,0,0,0.0,1
124585,0,0.000599983,37,0,0.502399774,7083.0,7,0,2,0,1.0,1
109689,0,0.0018084139999999,51,0,1736.0,,7,0,1,0,0.0,0
86281,0,1.015565839,23,0,302.0,,5,0,0,0,0.0,0
22596,0,0.435789474,60,0,0.4358462970000001,7520.0,10,0,2,0,0.0,1
27203,0,0.0,77,0,7.0,,4,0,0,0,0.0,0
57239,0,0.888223553,22,0,13.0,0.0,2,0,0,0,0.0,1
30105,0,0.035476637,53,0,0.5103112109999999,2666.0,8,0,1,0,0.0,1
121452,0,0.0432233969999999,73,0,113.0,,15,0,0,0,0.0,0
7737,0,0.490879344,40,0,0.4054905759999999,16500.0,12,0,3,0,4.0,1
4438,0,0.9999999,63,0,0.199882422,1700.0,2,0,0,0,0.0,1
40250,0,0.9999999,70,0,0.0787303169999999,4000.0,3,0,0,0,2.0,1
77860,0,0.009517289,45,0,0.054876315,10550.0,10,0,0,0,0.0,1
29301,0,0.016859493,59,0,14.0,,2,0,0,0,0.0,0
42608,0,0.000840816,69,0,0.2832502869999999,7826.0,8,0,1,0,0.0,1
5538,0,0.9999999,31,0,49.0,,2,2,0,0,0.0,0
68400,0,0.197036498,48,1,0.025570417,5083.0,9,0,0,0,2.0,1
126940,0,0.0950806919999999,49,0,0.530823459,6666.0,13,0,1,0,1.0,1
85140,0,0.5104105399999999,59,0,0.201679832,10000.0,6,0,1,0,0.0,1
121049,0,0.9999999,58,0,0.483258371,2000.0,4,2,1,0,0.0,1
5020,0,0.000299985,50,0,0.2700396219999999,6561.0,5,0,2,0,1.0,1
38981,0,0.9999999,54,0,0.317280453,6000.0,7,0,2,0,0.0,1
146511,0,0.884297318,64,0,0.312797766,6086.0,9,0,1,0,0.0,1
117847,0,0.536025776,56,0,0.705882353,6000.0,6,0,2,0,3.0,1
7397,0,0.5672216869999999,29,0,0.183126749,2500.0,6,0,0,0,0.0,1
127982,0,0.016354311,53,0,0.244856563,3450.0,6,0,1,0,2.0,1
14451,0,0.138373504,64,0,0.2488397,2800.0,6,0,1,0,0.0,1
20300,0,0.012470667,73,0,0.061119174,6200.0,20,0,0,0,0.0,1
75887,0,0.001583307,57,0,0.547177529,7333.0,15,0,1,0,1.0,1
110263,0,0.216138787,45,0,0.2894168469999999,12500.0,11,0,2,0,1.0,1
94141,0,0.0088041869999999,82,0,0.2102106109999999,7501.0,16,0,1,0,1.0,1
119242,0,1.856287425,27,0,0.84396618,1300.0,2,8,0,0,0.0,1
