,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy,monthly_income
7259,0,0.060794936,76,0,790.0,9,0,0,0,0.0,0,5294.066225420125
147590,0,1.098300074,67,0,1915.0,8,0,0,0,1.0,0,5172.058296738298
24373,0,0.0718665299999999,54,0,81.0,2,0,0,0,0.0,0,4440.010724647332
113833,0,0.418269755,61,0,1268.0,5,0,1,0,1.0,0,6120.851569931064
114585,0,0.1734078139999999,70,0,150.0,7,0,0,0,0.0,0,5050.05036805647
72878,0,0.0011215649999999,51,0,3.0,7,0,0,0,0.0,0,5050.05036805647
70764,0,0.8538205979999999,44,2,499.0,3,0,0,0,0.0,0,4562.018653329159
56446,0,0.0983950799999999,58,0,5691.0,13,0,3,0,1.0,0,9726.549117862183
67660,1,0.833701048,46,0,2908.0,12,0,1,0,2.0,0,6974.907070703857
99848,0,0.0777727679999999,46,5,1254.0,9,0,0,0,0.0,0,5294.066225420125
135232,0,0.157108972,58,0,904.0,9,0,1,0,0.0,0,6608.883284658375
1709,0,0.00789921,72,0,508.0,5,0,1,0,0.0,0,6120.851569931064
38051,0,0.879890065,41,0,1076.0,3,0,0,0,0.0,0,4562.018653329159
115327,0,0.023748516,32,0,11.0,1,0,0,0,0.0,0,4318.0027959655035
132165,0,0.297778749,58,0,326.0,5,0,0,0,0.0,0,4806.034510692814
108009,0,0.141330342,61,1,1828.0,11,0,1,0,1.0,0,6852.89914202203
92000,0,0.50163345,66,0,3820.0,7,0,2,0,0.0,0,7679.684486532969
41761,0,0.825389267,62,0,2877.0,10,0,2,0,0.0,0,8045.708272578451
143733,0,0.114961457,63,0,5012.0,13,0,3,0,0.0,0,9726.549117862183
53242,1,0.9999999,58,0,0.0,1,1,0,2,0.0,0,4318.0027959655035
38280,0,0.464642494,50,0,4171.0,13,0,2,0,0.0,0,8411.732058623935
90777,0,0.0,54,0,435.0,2,0,1,0,0.0,0,5754.827783885581
27336,0,0.025165783,47,0,841.0,8,0,1,0,0.0,0,6486.875355976546
114338,0,0.03902288,47,0,882.0,6,0,1,0,8.0,0,6242.859498612892
4987,0,0.6908696979999999,63,0,5471.0,9,0,3,0,0.0,0,9238.517403134872
126745,0,0.048812304,56,0,1079.0,11,0,0,0,1.0,0,5538.082082783781
47320,0,0.0385956449999999,37,0,3943.0,10,0,2,0,0.0,0,8045.708272578451
42663,0,0.204569886,63,1,252.0,12,0,0,0,0.0,0,5660.090011465609
124702,1,0.9999999,33,0,453.0,1,2,0,1,0.0,0,4318.0027959655035
36641,0,0.0981521479999999,60,0,1509.0,8,0,1,0,0.0,0,6486.875355976546
117857,0,0.26746507,24,0,4.0,1,0,0,0,0.0,0,4318.0027959655035
64555,0,0.258416266,46,0,2871.0,6,0,1,0,0.0,0,6242.859498612892
42797,0,0.0,59,0,1366.0,6,0,2,0,0.0,0,7557.67655785114
20444,0,0.0009459339999999,57,0,619.0,14,0,1,0,0.0,0,7218.922928067514
56284,0,0.4431433129999999,52,0,1529.0,7,0,2,0,0.0,0,7679.684486532969
124386,0,0.0,39,0,2383.0,8,0,1,0,2.0,0,6486.875355976546
93712,0,0.953838558,27,3,271.0,5,0,0,0,0.0,0,4806.034510692814
105008,0,0.171755091,37,0,2376.0,6,0,1,0,1.0,0,6242.859498612892
59335,0,0.20510191,30,2,2280.0,13,0,1,0,1.0,0,7096.914999385685
73106,0,0.9999999,24,0,51.0,0,0,0,0,0.0,0,4195.994867283676
85396,0,0.119454958,53,0,774.0,5,0,0,0,0.0,0,4806.034510692814
117017,0,0.0323727109999999,59,0,2126.0,15,0,1,0,0.0,0,7340.930856749341
43965,0,0.417107008,67,0,3193.0,9,0,2,0,1.0,0,7923.700343896624
79105,0,0.9999999,38,0,253.0,2,1,0,0,1.0,0,4440.010724647332
103821,0,0.023132251,66,0,2326.0,12,0,2,0,0.0,0,8289.724129942108
108751,0,0.413517297,62,0,62.0,3,0,0,0,0.0,0,4562.018653329159
883,0,0.075168462,48,0,1421.0,3,0,1,0,0.0,0,5876.835712567408
24149,0,0.021130082,52,0,884.0,4,0,0,0,0.0,0,4684.026582010987
5421,0,0.507163565,41,0,3315.0,9,0,2,0,2.0,0,7923.700343896624
106071,0,0.312396742,63,0,1751.0,14,0,1,0,0.0,0,7218.922928067514
48575,0,0.0714711759999999,84,0,60.0,5,0,0,0,0.0,0,4806.034510692814
106021,0,0.1295435229999999,79,0,76.0,3,0,0,0,0.0,0,4562.018653329159
25355,0,0.0,78,1,0.0,5,0,0,0,0.0,0,4806.034510692814
119542,0,0.0076793859999999,86,0,1328.0,3,0,1,0,0.0,0,5876.835712567408
24998,0,0.257984176,55,1,3058.0,10,0,1,0,0.0,0,6730.891213340203
541,0,1.2458471759999998,24,1,499.0,4,1,0,0,0.0,0,4684.026582010987
91031,0,0.0,68,1,2750.0,20,0,2,0,0.0,0,9265.78755939673
17273,0,0.0,48,1,3481.0,6,0,2,0,0.0,0,7557.67655785114
116793,0,0.0,67,0,0.0,5,0,0,0,0.0,0,4806.034510692814
85915,0,0.9144745110000002,75,0,4669.0,7,0,1,0,0.0,0,6364.867427294719
36749,0,0.006460063,84,0,956.0,6,0,1,0,0.0,0,6242.859498612892
8912,0,0.0,61,0,2843.0,6,0,1,0,0.0,0,6242.859498612892
42514,0,0.020871968,72,0,16.0,3,0,0,0,0.0,0,4562.018653329159
92906,0,0.0046270399999999,42,0,2926.0,12,0,1,0,0.0,0,6974.907070703857
81731,0,0.2282385879999999,68,0,2366.0,9,0,2,0,0.0,0,7923.700343896624
103937,0,0.0590784099999999,75,0,3168.0,5,0,1,0,0.0,0,6120.851569931064
109441,0,0.0641701509999999,84,0,10.0,1,0,0,0,0.0,0,4318.0027959655035
144378,1,0.9999999,49,1,356.0,0,4,0,0,2.0,0,4195.994867283676
33798,0,0.9999999,41,0,5465.0,8,0,2,0,1.0,0,7801.692415214797
79018,1,0.9999999,35,98,10.0,0,98,0,98,0.0,0,4195.994867283676
146012,0,0.0638887059999999,56,0,2989.0,4,0,1,0,0.0,0,5998.8436412492365
57720,0,0.0,59,0,899.0,4,0,1,0,0.0,0,5998.8436412492365
5269,0,0.006027552,71,0,23.0,13,0,0,0,0.0,0,5782.097940147436
36533,0,0.004219053,71,0,807.0,4,0,1,0,0.0,0,5998.8436412492365
25404,0,0.0314426979999999,55,0,444.0,3,0,1,0,0.0,0,5876.835712567408
99841,0,0.089643984,75,0,2146.0,11,0,3,0,1.0,0,9482.533260498527
95709,0,0.619744411,76,0,1776.0,4,0,0,0,0.0,0,4684.026582010987
69708,0,0.264490273,46,0,4663.0,19,0,2,0,0.0,0,9143.7796307149
73707,0,0.001172333,62,0,518.0,6,0,0,0,0.0,0,4928.0424393746425
118756,0,0.0,49,0,2061.0,12,0,1,0,0.0,0,6974.907070703857
31723,0,0.0076874169999999,49,0,270.0,6,0,1,0,0.0,0,6242.859498612892
145963,0,0.7683237099999999,57,0,7518.0,15,0,3,0,1.0,0,9970.56497522584
139002,0,0.010249767,89,0,13.0,2,0,0,0,0.0,0,4440.010724647332
44359,0,0.9999999,35,1,78.0,3,0,0,0,0.0,0,4562.018653329159
119250,0,0.7162837159999998,44,2,688.0,4,0,0,0,0.0,0,4684.026582010987
6674,0,0.020956737,53,0,2433.0,14,0,1,0,0.0,0,7218.922928067514
110853,0,0.052245092,73,0,77.0,3,0,0,0,0.0,0,4562.018653329159
109558,0,0.176368553,51,0,103.0,3,0,0,0,0.0,0,4562.018653329159
129191,0,0.383887268,56,0,1857.0,17,0,1,0,0.0,0,7584.946714112996
51622,0,0.0,80,0,943.0,6,0,1,0,1.0,0,6242.859498612892
120764,0,0.9999999,55,0,76.0,0,0,0,0,0.0,0,4195.994867283676
11036,0,0.0147401949999999,67,0,1394.0,7,0,1,0,2.0,0,6364.867427294719
141930,0,0.354872776,72,0,1006.0,7,0,1,0,0.0,0,6364.867427294719
32133,0,0.313410534,51,0,3220.0,9,0,1,0,1.0,0,6608.883284658375
124707,0,0.0,77,0,4.0,5,0,0,0,0.0,0,4806.034510692814
83325,0,0.333430714,52,0,2365.0,8,0,1,0,0.0,0,6486.875355976546
112054,0,0.000399232,41,1,953.0,7,0,1,0,0.0,0,6364.867427294719
149921,0,0.0318376829999999,67,0,1182.0,5,0,1,0,0.0,0,6120.851569931064
96393,0,0.135053284,67,0,944.0,3,0,0,0,0.0,0,4562.018653329159
39957,0,0.1601010499999999,53,0,7539.0,6,0,3,0,0.0,0,8872.493617089389
78486,0,0.004403045,78,0,174.0,10,0,1,0,0.0,0,6730.891213340203
20751,0,0.0479029249999999,75,0,728.0,5,0,1,0,0.0,0,6120.851569931064
108521,0,0.015268146,61,0,40.0,5,0,0,0,0.0,0,4806.034510692814
89050,0,4086.0,34,0,122.0,1,0,0,0,0.0,0,4318.0027959655035
105727,0,0.1973333969999999,54,0,5169.0,5,0,2,0,0.0,0,7435.668629169313
20674,0,0.319419445,59,0,3474.0,4,0,1,0,0.0,0,5998.8436412492365
31576,0,0.023620011,45,0,3408.0,6,0,1,0,0.0,0,6242.859498612892
92332,0,0.0,42,1,1656.0,11,0,1,0,0.0,0,6852.89914202203
58527,1,0.9999999,51,0,2966.0,5,0,2,0,0.0,0,7435.668629169313
118574,0,0.0,60,0,3631.0,7,0,2,1,2.0,0,7679.684486532969
91038,0,0.250713091,45,0,4830.0,8,0,2,0,0.0,0,7801.692415214797
45838,0,0.025131658,76,0,1022.0,6,0,2,0,0.0,0,7557.67655785114
18428,1,0.0,44,0,54.0,2,2,0,0,0.0,0,4440.010724647332
73694,0,0.9999999,57,1,0.0,3,0,0,0,0.0,0,4562.018653329159
15306,0,0.3960001,59,0,2969.0,22,0,2,1,0.0,0,9509.803416760384
45463,0,0.9999999,40,0,0.0,0,0,0,0,0.0,0,4195.994867283676
122506,0,0.606177426,47,0,3600.0,7,0,2,0,0.0,0,7679.684486532969
88908,0,0.086166598,58,0,1360.0,6,0,1,0,1.0,0,6242.859498612892
73481,0,0.1633918299999999,83,0,98.0,7,0,0,0,0.0,0,5050.05036805647
55854,0,0.9241516970000002,35,1,833.0,7,0,0,0,0.0,0,5050.05036805647
48115,0,0.0,53,0,1301.0,4,0,2,0,0.0,0,7313.660700487486
26277,0,0.9999999,35,1,1463.0,3,0,1,0,0.0,0,5876.835712567408
14369,0,0.3822379779999999,36,0,4721.0,5,0,1,0,0.0,0,6120.851569931064
64131,0,0.9999999,28,1,155.0,4,0,0,0,0.0,0,4684.026582010987
59495,0,0.0882762769999999,51,0,1857.0,11,0,1,0,3.0,0,6852.89914202203
101199,0,0.0,61,0,0.0,4,0,0,0,0.0,0,4684.026582010987
109588,0,1.127872128,25,0,33.0,1,0,0,0,0.0,0,4318.0027959655035
72280,0,0.7363515309999998,41,1,1249.0,5,0,1,0,0.0,0,6120.851569931064
30988,1,1.014992504,33,1,227.0,3,0,0,0,0.0,0,4562.018653329159
141082,0,0.657232294,49,0,2271.0,15,0,2,1,2.0,0,8655.747915987591
93064,0,0.0047844799999999,63,0,1223.0,17,0,2,0,0.0,0,8899.763773351246
15645,0,0.104897514,48,0,5714.0,10,0,1,0,0.0,0,6730.891213340203
132566,0,0.0532999359999999,62,0,81.0,4,0,0,0,2.0,0,4684.026582010987
142535,1,0.9999999,55,0,1668.0,2,5,2,0,0.0,0,7069.64484312383
57437,0,0.027689361,57,0,248.0,12,0,0,0,0.0,0,5660.090011465609
50645,0,0.214231094,62,0,734.0,8,0,1,0,0.0,0,6486.875355976546
4854,0,0.0,56,0,168835.0,10,0,3,0,2.0,0,9360.525331816702
42804,0,0.642401022,69,0,2104.0,6,0,1,0,0.0,0,6242.859498612892
78419,0,0.069148705,27,0,309.0,12,0,0,0,0.0,0,5660.090011465609
60303,0,0.415730337,25,0,9.0,1,0,0,0,0.0,0,4318.0027959655035
131697,0,0.0276315009999999,74,0,14.0,3,0,0,0,0.0,0,4562.018653329159
26954,0,0.498887159,45,0,2203.0,18,0,1,0,2.0,0,7706.9546427948235
86903,0,0.018996834,27,0,3.0,3,0,0,0,0.0,0,4562.018653329159
62473,0,0.168034032,63,0,9541.0,13,0,7,0,0.0,0,14985.81735481518
45315,0,0.520435166,54,0,453.0,4,0,0,0,4.0,0,4684.026582010987
80797,0,0.00889911,61,0,2.0,2,0,0,0,0.0,0,4440.010724647332
84331,0,0.021745678,84,0,42.0,11,0,0,0,0.0,0,5538.082082783781
8102,0,0.978947922,45,1,4913.0,11,0,1,0,2.0,0,6852.89914202203
110256,0,0.9999999,29,0,284.0,2,0,0,0,2.0,0,4440.010724647332
24614,0,0.999197432,29,0,264.0,4,0,0,0,0.0,0,4684.026582010987
87056,0,0.8907483419999999,66,0,3239.0,7,1,3,0,0.0,0,8994.501545771218
95838,0,0.0077154379999999,69,0,1800.0,15,0,2,0,0.0,0,8655.747915987591
107415,0,0.242410554,59,0,3149.0,11,0,1,0,2.0,0,6852.89914202203
78772,0,0.0,38,1,2151.0,11,0,1,0,0.0,0,6852.89914202203
147084,0,0.304428437,62,0,496.0,10,0,0,0,1.0,0,5416.074154101953
108936,0,0.0322113949999999,50,0,933.0,4,0,1,0,0.0,0,5998.8436412492365
94783,0,0.255957801,64,0,979.0,10,0,0,0,0.0,0,5416.074154101953
25131,0,0.0758498469999999,68,0,4190.0,15,0,1,0,2.0,0,7340.930856749341
43398,0,0.284875357,58,0,3196.0,7,0,1,0,0.0,0,6364.867427294719
111153,0,0.141461951,68,0,3257.0,9,0,2,0,0.0,0,7923.700343896624
106631,0,0.046025213,78,0,105.0,4,0,0,0,0.0,0,4684.026582010987
5931,0,0.6663889349999998,40,0,2356.0,6,0,2,0,0.0,0,7557.67655785114
5285,0,0.038719429,47,0,1873.0,8,0,1,0,0.0,0,6486.875355976546
39759,0,0.0526936279999999,84,0,74.0,4,0,0,0,0.0,0,4684.026582010987
137317,0,0.0,85,0,0.0,2,0,0,0,0.0,0,4440.010724647332
23512,1,0.793174767,44,1,547.0,2,1,0,0,0.0,0,4440.010724647332
133067,0,0.0523684309999999,62,0,1867.0,8,0,1,0,0.0,0,6486.875355976546
53292,0,0.639232842,52,0,3223.0,20,0,2,0,0.0,0,9265.78755939673
49341,0,0.0,71,0,381.0,3,0,1,0,0.0,0,5876.835712567408
146284,0,0.004074044,71,0,3427.0,14,0,5,0,0.0,0,12478.19116502051
24652,0,0.0,29,0,0.0,1,0,0,0,0.0,0,4318.0027959655035
103694,0,0.0876970769999999,67,1,1781.0,10,0,1,0,1.0,0,6730.891213340203
71089,0,0.0428426159999999,75,0,1044.0,9,0,1,0,0.0,0,6608.883284658375
101699,0,0.008285376,83,0,21.0,7,0,0,0,0.0,0,5050.05036805647
50474,0,0.0,63,0,14.0,1,0,0,0,0.0,0,4318.0027959655035
40017,0,0.223843918,54,0,4720.0,14,0,5,0,0.0,0,12478.19116502051
28591,0,0.3885898820000001,67,0,1543.0,11,0,1,0,0.0,0,6852.89914202203
32422,0,0.9999999,66,0,193.0,2,0,1,0,1.0,0,5754.827783885581
116366,0,0.986282491,71,0,1875.0,4,0,1,0,0.0,0,5998.8436412492365
141470,0,0.033233339,64,0,2140.0,4,0,1,0,0.0,0,5998.8436412492365
33375,0,0.7642055119999999,37,0,1369.0,7,0,0,0,2.0,0,5050.05036805647
149332,0,0.109621574,54,0,2582.0,4,0,1,0,0.0,0,5998.8436412492365
10352,0,0.00170133,76,0,232.0,5,0,0,0,1.0,0,4806.034510692814
79497,0,0.076883166,59,1,2771.0,12,0,2,0,0.0,0,8289.724129942108
118128,0,0.012001514,66,0,1541.0,12,0,1,0,0.0,0,6974.907070703857
49028,0,0.0008120179999999,76,0,3.0,9,0,0,0,0.0,0,5294.066225420125
12970,0,0.014780308,65,0,7482.0,19,0,4,0,0.0,0,11773.413749191399
109806,0,0.379262074,50,0,124.0,4,0,0,0,0.0,0,4684.026582010987
93312,0,0.343656344,24,0,10.0,2,0,0,0,0.0,0,4440.010724647332
38447,0,0.9999999,35,0,560.0,1,2,0,2,0.0,0,4318.0027959655035
137720,0,0.020218526,70,0,931.0,14,0,1,0,0.0,0,7218.922928067514
103361,0,0.013337572,68,0,719.0,11,0,1,0,0.0,0,6852.89914202203
121798,0,0.1233131279999999,54,0,1635.0,6,0,1,0,0.0,0,6242.859498612892
16450,0,0.0303761209999999,84,0,424.0,6,0,1,0,0.0,0,6242.859498612892
27178,0,0.215816704,72,1,2763.0,5,0,2,0,0.0,0,7435.668629169313
10406,0,0.05106165,67,0,1073.0,13,0,1,0,0.0,0,7096.914999385685
80927,0,0.000646677,77,0,379.0,15,0,0,0,0.0,0,6026.113797511091
19960,0,0.236250495,46,0,2276.0,6,0,1,0,1.0,0,6242.859498612892
11135,0,0.2031780719999999,63,1,1162.0,10,0,1,0,0.0,0,6730.891213340203
64005,0,0.238268379,64,0,2048.0,8,0,1,0,0.0,0,6486.875355976546
148458,0,0.904159993,56,0,3155.0,9,0,1,0,1.0,0,6608.883284658375
139832,0,0.019461319,71,0,403.0,9,0,1,0,0.0,0,6608.883284658375
30639,0,0.52568426,30,1,637.0,11,0,0,0,0.0,0,5538.082082783781
10635,1,0.725076887,71,0,1888.0,9,0,0,0,0.0,0,5294.066225420125
144860,0,0.012637681,68,0,16.0,5,0,0,0,0.0,0,4806.034510692814
95455,0,0.369532776,54,0,2157.0,4,0,1,0,0.0,0,5998.8436412492365
41304,0,0.006286331,48,1,11622.0,19,0,5,0,2.0,0,13088.23080842965
108781,0,0.0313746089999999,64,0,37.0,5,0,0,0,0.0,0,4806.034510692814
7413,0,0.9999999,41,0,4.0,1,0,0,0,0.0,0,4318.0027959655035
137601,0,0.044968714,68,0,1080.0,3,0,1,0,0.0,0,5876.835712567408
76797,0,0.1299913339999999,63,0,601.0,5,0,0,0,0.0,0,4806.034510692814
29755,0,0.584351322,54,0,1453.0,3,0,1,0,0.0,0,5876.835712567408
94355,0,0.1709533999999999,60,0,3724.0,12,0,1,0,0.0,0,6974.907070703857
149915,0,0.208987583,76,0,1903.0,10,0,2,0,0.0,0,8045.708272578451
97103,0,0.014534725,69,0,7.0,2,0,0,0,0.0,0,4440.010724647332
95548,0,0.0,36,0,0.0,4,0,0,0,0.0,0,4684.026582010987
49662,0,0.3014576589999999,44,0,4256.0,10,0,1,0,1.0,0,6730.891213340203
80391,0,0.0329222329999999,84,0,47.0,8,0,0,0,0.0,0,5172.058296738298
71496,0,4.0,66,0,1900.0,6,0,1,0,0.0,0,6242.859498612892
65173,0,0.005856943,65,0,229.0,8,0,0,0,0.0,0,5172.058296738298
138760,1,0.8252536640000002,61,0,2483.0,15,0,0,0,1.0,0,6026.113797511091
112899,0,0.0069521599999999,53,0,427.0,3,0,1,0,1.0,0,5876.835712567408
112907,0,0.0608484499999999,77,0,396.0,4,0,1,0,0.0,0,5998.8436412492365
142451,0,0.306779475,45,0,3029.0,8,0,1,0,1.0,0,6486.875355976546
29278,0,0.003451557,83,0,1850.0,15,0,1,0,0.0,0,7340.930856749341
134293,0,0.0,53,0,1311.0,4,0,1,0,4.0,0,5998.8436412492365
3001,0,0.053264064,57,0,2581.0,10,0,1,0,0.0,0,6730.891213340203
60624,0,0.0883586569999999,64,0,95.0,7,0,0,0,0.0,0,5050.05036805647
53561,0,0.7434848159999998,60,1,2825.0,6,0,1,0,0.0,0,6242.859498612892
139972,0,0.0,60,0,0.0,2,0,0,0,0.0,0,4440.010724647332
127097,0,0.02859857,94,0,17.0,4,0,0,0,0.0,0,4684.026582010987
41399,0,0.0017999489999999,41,0,659.0,3,0,0,0,1.0,0,4562.018653329159
43144,1,0.015483372,51,1,2831.0,7,0,1,0,0.0,0,6364.867427294719
21514,0,0.900999945,53,0,735.0,5,0,0,0,0.0,0,4806.034510692814
126932,0,0.005289981,72,0,81.0,2,0,0,0,0.0,0,4440.010724647332
9796,0,0.001714188,77,0,1.0,3,0,0,0,0.0,0,4562.018653329159
70848,0,0.0785158879999999,71,0,622.0,4,0,0,0,0.0,0,4684.026582010987
93035,0,0.005529249,70,0,5.0,11,0,0,0,0.0,0,5538.082082783781
71601,0,0.158436837,66,0,15.0,1,0,0,0,0.0,0,4318.0027959655035
78305,0,0.020406581,82,0,30.0,7,0,0,0,0.0,0,5050.05036805647
36960,0,0.0,47,0,2290.0,5,0,1,0,0.0,0,6120.851569931064
62864,0,0.1751941599999999,63,0,757.0,2,0,1,0,0.0,0,5754.827783885581
123368,0,0.0180467599999999,81,0,3140.0,6,0,2,1,0.0,0,7557.67655785114
45692,0,0.0160663989999999,60,0,28.0,9,0,0,0,0.0,0,5294.066225420125
144941,0,0.020189515,80,0,12.0,3,0,0,0,0.0,0,4562.018653329159
109715,0,0.9999999,28,0,48.0,0,0,0,0,0.0,0,4195.994867283676
66153,0,0.119229785,62,0,4068.0,14,0,2,0,0.0,0,8533.739987305762
90145,0,0.035975131,44,0,3255.0,7,0,3,0,0.0,0,8994.501545771218
70039,0,0.046692088,76,0,51.0,7,0,0,0,0.0,0,5050.05036805647
109281,0,0.057097145,66,0,62.0,4,0,0,0,0.0,0,4684.026582010987
48437,1,0.939146231,48,0,1374.0,3,1,1,0,0.0,0,5876.835712567408
101933,0,0.0098043999999999,52,0,6.0,2,0,0,0,0.0,0,4440.010724647332
98246,0,0.9999999,38,0,251.0,2,0,0,0,0.0,0,4440.010724647332
100952,0,0.014507008,91,0,7.0,1,0,0,0,0.0,0,4318.0027959655035
21231,0,0.5693145889999999,63,6,2662.0,16,0,1,1,0.0,0,7462.938785431168
3635,0,0.004200495,59,0,521.0,5,0,1,0,0.0,0,6120.851569931064
61477,0,0.054406515,81,0,1207.0,10,0,1,0,0.0,0,6730.891213340203
97956,0,0.626516351,46,0,4549.0,7,0,1,0,2.0,0,6364.867427294719
75537,0,0.3440033889999999,57,0,977.0,12,2,1,0,0.0,0,6974.907070703857
93054,0,0.186974874,44,0,1545.0,17,0,1,0,0.0,0,7584.946714112996
30233,1,0.9999999,49,0,1550.0,2,1,1,0,0.0,0,5754.827783885581
73884,0,0.379848026,56,0,2690.0,13,0,1,0,0.0,0,7096.914999385685
5127,0,0.040254589,76,0,2033.0,8,0,1,0,0.0,0,6486.875355976546
80556,0,0.003529329,73,0,597.0,6,0,1,0,0.0,0,6242.859498612892
91075,0,0.0,64,0,2820.0,6,0,1,0,0.0,0,6242.859498612892
68806,0,0.0065662919999999,75,0,676.0,11,0,0,0,0.0,0,5538.082082783781
137673,0,0.9999999,47,0,2715.0,5,0,1,0,0.0,0,6120.851569931064
145685,0,0.217135102,65,0,182.0,7,0,0,0,0.0,0,5050.05036805647
94403,0,0.001399824,75,0,9112.0,10,0,1,0,0.0,0,6730.891213340203
4391,0,0.9999999,54,0,19.0,0,0,0,0,0.0,0,4195.994867283676
7109,0,0.7495382259999998,59,0,2973.0,15,0,0,0,0.0,0,6026.113797511091
122328,0,0.00179988,64,1,0.0,3,0,0,0,0.0,0,4562.018653329159
52019,0,0.0626056559999999,43,0,1911.0,2,0,1,0,0.0,0,5754.827783885581
93498,0,0.025683878,55,0,1995.0,13,0,1,0,0.0,0,7096.914999385685
25999,0,0.3889981949999999,38,0,3207.0,8,0,3,0,0.0,0,9116.509474453045
65975,0,0.9999999,22,98,0.0,0,98,0,98,0.0,0,4195.994867283676
3063,0,0.017272146,67,0,1776.0,4,0,1,0,0.0,0,5998.8436412492365
51169,0,0.0,43,0,657.0,10,0,0,0,0.0,0,5416.074154101953
148659,0,0.0,32,0,0.0,4,0,0,0,0.0,0,4684.026582010987
4134,0,0.7307620299999998,68,0,3618.0,11,0,1,0,1.0,0,6852.89914202203
54474,0,0.905962009,54,2,2452.0,10,0,1,1,0.0,0,6730.891213340203
108343,1,0.932369205,31,2,731.0,4,1,0,0,0.0,0,4684.026582010987
149859,0,0.174702317,62,0,3835.0,9,0,3,0,0.0,0,9238.517403134872
72142,0,0.006895204,83,0,19.0,10,0,0,0,0.0,0,5416.074154101953
34456,0,0.0,73,0,0.0,2,0,0,0,0.0,0,4440.010724647332
65526,0,0.283508417,30,1,665.0,2,0,0,1,0.0,0,4440.010724647332
37189,0,0.9999999,22,0,35.0,1,0,0,0,0.0,0,4318.0027959655035
98393,0,0.1121567089999999,50,0,3381.0,21,0,1,0,2.0,0,8072.978428840307
85736,0,0.0,58,0,2397.0,7,0,1,0,0.0,0,6364.867427294719
51934,1,0.698706839,73,0,1745.0,2,1,1,0,0.0,0,5754.827783885581
11270,0,0.022733189,56,0,905.0,5,0,1,0,0.0,0,6120.851569931064
92615,1,0.946843854,46,0,323.0,4,3,0,0,3.0,0,4684.026582010987
77917,0,0.0,62,0,1854.0,5,0,2,0,0.0,0,7435.668629169313
125701,0,0.0037330839999999,36,0,1280.0,5,0,1,0,3.0,0,6120.851569931064
90534,0,0.2632296049999999,43,0,3723.0,13,0,2,0,2.0,0,8411.732058623935
102640,0,0.049259124,63,0,1003.0,6,0,1,0,0.0,0,6242.859498612892
17367,0,0.001230675,68,0,836.0,2,0,1,0,0.0,0,5754.827783885581
117650,0,0.069848041,38,3,7.0,4,0,0,0,0.0,0,4684.026582010987
64280,0,0.0,45,0,11.0,6,0,0,0,0.0,0,4928.0424393746425
20398,0,0.0493783459999999,64,0,2463.0,6,0,2,0,0.0,0,7557.67655785114
84482,0,0.0090747729999999,52,0,982.0,5,0,1,0,2.0,0,6120.851569931064
48200,0,0.013689513,67,0,4011.0,20,0,2,0,0.0,0,9265.78755939673
33727,0,0.10887129,50,0,53.0,1,0,0,0,0.0,0,4318.0027959655035
75048,0,0.0870218259999999,54,0,814.0,11,0,0,0,0.0,0,5538.082082783781
45996,0,0.005038699,33,0,2.0,3,0,0,0,0.0,0,4562.018653329159
60632,0,0.9999999,45,0,2606.0,5,0,1,0,0.0,0,6120.851569931064
20442,0,0.048040883,63,0,3453.0,16,0,3,0,0.0,0,10092.572903907667
61585,0,0.0,74,1,2852.0,5,0,2,0,0.0,0,7435.668629169313
57556,0,0.02833275,38,0,4934.0,13,0,2,0,0.0,0,8411.732058623935
15149,0,0.192074454,61,0,3206.0,7,0,4,0,0.0,0,10309.318605009466
30183,0,0.051959557,64,0,1587.0,11,0,1,0,0.0,0,6852.89914202203
132154,0,0.070182907,49,0,2211.0,11,0,1,0,3.0,0,6852.89914202203
76119,0,0.0,80,0,0.0,2,0,0,0,0.0,0,4440.010724647332
139914,0,0.167077087,55,1,5814.0,27,0,3,0,3.0,0,11434.66011940777
85571,0,0.00281606,63,2,2952.0,13,0,1,0,0.0,0,7096.914999385685
92995,0,0.1582217049999999,47,1,3938.0,7,2,2,0,0.0,0,7679.684486532969
133289,0,0.023040073,58,0,1769.0,8,0,0,0,0.0,0,5172.058296738298
135514,0,0.976006855,43,0,2940.0,9,1,2,0,0.0,0,7923.700343896624
130506,0,0.5758394439999999,53,0,2026.0,5,0,1,0,1.0,0,6120.851569931064
15278,0,0.111813099,69,0,761.0,8,0,2,0,0.0,0,7801.692415214797
53773,0,0.5402280889999999,46,2,2832.0,5,0,1,1,0.0,0,6120.851569931064
11514,0,0.055106619,47,0,1446.0,6,0,1,0,0.0,0,6242.859498612892
45152,0,0.4327854509999999,63,0,236.0,7,0,0,0,0.0,0,5050.05036805647
101345,0,0.026950378,67,0,1910.0,7,0,1,0,0.0,0,6364.867427294719
9882,0,0.9999999,43,0,50.0,1,0,0,0,0.0,0,4318.0027959655035
29791,0,0.146188379,81,0,205.0,4,0,0,0,0.0,0,4684.026582010987
108663,0,0.6677639129999999,61,0,3111.0,19,0,0,0,0.0,0,6514.145512238402
117715,0,0.0,66,0,0.0,7,0,0,0,0.0,0,5050.05036805647
